,height,width,y,x,cog_y,cog_x,obj,frame
860,24.0,31.0,121.0,237.0,133.0,252.5,92,860
861,25.0,31.0,125.0,243.0,137.5,258.5,92,861
862,25.0,31.0,125.0,243.0,137.5,258.5,92,862
863,26.0,33.0,128.0,248.0,141.0,264.5,92,863
864,26.0,33.0,128.0,248.0,141.0,264.5,92,864
865,27.0,34.0,132.0,254.0,145.5,271.0,92,865
866,27.0,34.0,132.0,254.0,145.5,271.0,92,866
867,27.0,37.0,138.0,260.0,151.5,278.5,92,867
868,27.0,37.0,138.0,260.0,151.5,278.5,92,868
869,31.0,37.0,140.0,267.0,155.5,285.5,92,869
870,31.0,37.0,140.0,267.0,155.5,285.5,92,870
871,32.0,40.0,145.0,275.0,161.0,295.0,92,871
872,32.0,40.0,145.0,275.0,161.0,295.0,92,872
873,34.0,42.0,150.0,283.0,167.0,304.0,92,873
874,34.0,42.0,150.0,283.0,167.0,304.0,92,874
875,36.0,43.0,155.0,292.0,173.0,313.5,92,875
876,36.0,43.0,155.0,292.0,173.0,313.5,92,876
877,37.0,46.0,162.0,300.0,180.5,323.0,92,877
878,37.0,46.0,162.0,300.0,180.5,323.0,92,878
879,43.0,51.0,166.0,309.0,187.5,334.5,92,879
880,43.0,51.0,166.0,309.0,187.5,334.5,92,880
881,42.0,52.0,175.0,322.0,196.0,348.0,92,881
882,42.0,52.0,175.0,322.0,196.0,348.0,92,882
883,46.0,54.0,183.0,335.0,206.0,362.0,92,883
884,46.0,54.0,183.0,335.0,206.0,362.0,92,884
885,49.0,61.0,189.0,347.0,213.5,377.5,92,885
886,49.0,61.0,189.0,347.0,213.5,377.5,92,886
887,52.0,64.0,200.0,362.0,226.0,394.0,92,887
888,52.0,64.0,200.0,362.0,226.0,394.0,92,888
839,64.0,60.0,7.0,735.0,39.0,765.0,93,839
840,64.0,60.0,7.0,735.0,39.0,765.0,93,840
841,64.0,60.0,7.0,735.0,39.0,765.0,93,841
842,61.0,60.0,10.0,735.0,40.5,765.0,93,842
855,63.0,71.0,264.0,253.0,295.5,288.5,94,855
856,63.0,71.0,264.0,253.0,295.5,288.5,94,856
857,69.0,77.0,275.0,263.0,309.5,301.5,94,857
858,69.0,77.0,275.0,263.0,309.5,301.5,94,858
859,75.0,82.0,287.0,275.0,324.5,316.0,94,859
860,75.0,82.0,287.0,275.0,324.5,316.0,94,860
861,91.0,86.0,295.0,285.0,340.5,328.0,94,861
862,91.0,86.0,295.0,285.0,340.5,328.0,94,862
863,101.0,87.0,301.0,304.0,351.5,347.5,94,863
864,104.0,87.0,298.0,304.0,350.0,347.5,94,864
873,19.0,26.0,135.0,772.0,144.5,785.0,95,873
874,19.0,26.0,135.0,772.0,144.5,785.0,95,874
875,18.0,42.0,167.0,487.0,176.0,508.0,96,875
876,18.0,42.0,167.0,487.0,176.0,508.0,96,876
887,21.0,40.0,173.0,422.0,183.5,442.0,97,887
888,21.0,40.0,173.0,422.0,183.5,442.0,97,888
889,58.0,69.0,210.0,378.0,239.0,412.5,98,889
890,58.0,69.0,210.0,378.0,239.0,412.5,98,890
891,64.0,75.0,220.0,396.0,252.0,433.5,99,891
892,65.0,75.0,220.0,396.0,252.5,433.5,99,892
893,66.0,81.0,235.0,418.0,268.0,458.5,100,893
894,66.0,81.0,235.0,418.0,268.0,458.5,100,894
893,58.0,60.0,12.0,735.0,41.0,765.0,101,893
895,57.0,60.0,13.0,735.0,41.5,765.0,101,895
895,72.0,87.0,250.0,441.0,286.0,484.5,102,895
896,72.0,87.0,250.0,441.0,286.0,484.5,102,896
897,83.0,97.0,263.0,465.0,304.5,513.5,102,897
898,83.0,97.0,263.0,465.0,304.5,513.5,102,898
899,91.0,108.0,285.0,496.0,330.5,550.0,103,899
900,91.0,108.0,285.0,496.0,330.5,550.0,103,900
901,91.0,119.0,311.0,530.0,356.5,589.5,104,901
902,90.0,116.0,313.0,533.0,358.0,591.0,104,902
907,19.0,27.0,39.0,223.0,48.5,236.5,105,907
908,19.0,27.0,39.0,223.0,48.5,236.5,105,908
911,19.0,26.0,39.0,220.0,48.5,233.0,105,911
912,18.0,26.0,39.0,220.0,48.0,233.0,105,912
913,17.0,25.0,39.0,219.0,47.5,231.5,105,913
914,17.0,25.0,39.0,219.0,47.5,231.5,105,914
921,17.0,25.0,39.0,213.0,47.5,225.5,106,921
922,17.0,25.0,39.0,213.0,47.5,225.5,106,922
925,17.0,24.0,38.0,211.0,46.5,223.0,106,925
926,17.0,24.0,38.0,211.0,46.5,223.0,106,926
939,21.0,30.0,207.0,99.0,217.5,114.0,107,939
940,21.0,30.0,207.0,99.0,217.5,114.0,107,940
941,24.0,44.0,206.0,85.0,218.0,107.0,107,941
942,23.0,44.0,207.0,86.0,218.5,108.0,107,942
943,24.0,51.0,207.0,72.0,219.0,97.5,107,943
944,24.0,51.0,207.0,72.0,219.0,97.5,107,944
945,23.0,49.0,209.0,59.0,220.5,83.5,107,945
946,23.0,49.0,209.0,59.0,220.5,83.5,107,946
947,23.0,48.0,210.0,46.0,221.5,70.0,107,947
948,23.0,48.0,210.0,46.0,221.5,70.0,107,948
950,16.0,23.0,36.0,197.0,44.0,208.5,108,950
985,17.0,21.0,89.0,181.0,97.5,191.5,109,985
986,17.0,21.0,89.0,181.0,97.5,191.5,109,986
989,18.0,22.0,92.0,187.0,101.0,198.0,109,989
990,18.0,22.0,92.0,187.0,101.0,198.0,109,990
991,18.0,21.0,94.0,191.0,103.0,201.5,109,991
992,18.0,22.0,94.0,190.0,103.0,201.0,109,992
993,19.0,22.0,95.0,194.0,104.5,205.0,109,993
994,19.0,22.0,95.0,194.0,104.5,205.0,109,994
995,17.0,23.0,99.0,196.0,107.5,207.5,109,995
996,17.0,22.0,99.0,197.0,107.5,208.0,109,996
997,18.0,24.0,100.0,199.0,109.0,211.0,109,997
998,18.0,24.0,100.0,199.0,109.0,211.0,109,998
1001,18.0,24.0,105.0,206.0,114.0,218.0,109,1001
1002,18.0,24.0,105.0,206.0,114.0,218.0,109,1002
1003,19.0,25.0,107.0,210.0,116.5,222.5,109,1003
1004,19.0,25.0,107.0,210.0,116.5,222.5,109,1004
1005,22.0,26.0,108.0,214.0,119.0,227.0,109,1005
1006,22.0,26.0,108.0,214.0,119.0,227.0,109,1006
1007,22.0,27.0,111.0,218.0,122.0,231.5,109,1007
1008,22.0,27.0,111.0,218.0,122.0,231.5,109,1008
1009,24.0,28.0,113.0,222.0,125.0,236.0,109,1009
1010,24.0,28.0,113.0,222.0,125.0,236.0,109,1010
1011,24.0,29.0,116.0,226.0,128.0,240.5,109,1011
1012,24.0,29.0,116.0,226.0,128.0,240.5,109,1012
1013,25.0,31.0,119.0,231.0,131.5,246.5,109,1013
1014,25.0,31.0,119.0,231.0,131.5,246.5,109,1014
1015,27.0,33.0,122.0,235.0,135.5,251.5,109,1015
1016,26.0,34.0,122.0,235.0,135.0,252.0,109,1016
1017,27.0,34.0,126.0,241.0,139.5,258.0,109,1017
1018,27.0,34.0,126.0,241.0,139.5,258.0,109,1018
1019,27.0,35.0,130.0,247.0,143.5,264.5,109,1019
1020,27.0,35.0,130.0,247.0,143.5,264.5,109,1020
1021,27.0,37.0,135.0,252.0,148.5,270.5,109,1021
1022,27.0,37.0,135.0,252.0,148.5,270.5,109,1022
1023,30.0,39.0,138.0,259.0,153.0,278.5,109,1023
1024,30.0,39.0,138.0,259.0,153.0,278.5,109,1024
1025,31.0,40.0,143.0,266.0,158.5,286.0,109,1025
1026,32.0,40.0,142.0,266.0,158.0,286.0,109,1026
1027,34.0,41.0,147.0,274.0,164.0,294.5,109,1027
1028,34.0,41.0,147.0,274.0,164.0,294.5,109,1028
1029,36.0,44.0,152.0,282.0,170.0,304.0,109,1029
1030,36.0,44.0,152.0,282.0,170.0,304.0,109,1030
1031,39.0,46.0,157.0,290.0,176.5,313.0,109,1031
1032,39.0,46.0,157.0,290.0,176.5,313.0,109,1032
1033,40.0,48.0,164.0,300.0,184.0,324.0,109,1033
1034,40.0,48.0,164.0,300.0,184.0,324.0,109,1034
1035,41.0,53.0,171.0,309.0,191.5,335.5,109,1035
1036,41.0,53.0,171.0,309.0,191.5,335.5,109,1036
1037,47.0,55.0,176.0,321.0,199.5,348.5,109,1037
1038,47.0,55.0,176.0,321.0,199.5,348.5,109,1038
1039,49.0,61.0,184.0,332.0,208.5,362.5,109,1039
1040,49.0,61.0,184.0,332.0,208.5,362.5,109,1040
997,30.0,35.0,199.0,94.0,214.0,111.5,110,997
998,31.0,36.0,198.0,94.0,213.5,112.0,110,998
999,27.0,50.0,204.0,79.0,217.5,104.0,110,999
1005,166.0,110.0,69.0,2.0,152.0,57.0,111,1005
1007,168.0,114.0,67.0,1.0,151.0,58.0,111,1007
1008,168.0,114.0,67.0,1.0,151.0,58.0,111,1008
1009,164.0,113.0,68.0,1.0,150.0,57.5,111,1009
1010,164.0,112.0,68.0,1.0,150.0,57.0,111,1010
1041,52.0,64.0,192.0,347.0,218.0,379.0,112,1041
1042,52.0,64.0,192.0,347.0,218.0,379.0,112,1042
1043,57.0,66.0,202.0,362.0,230.5,395.0,113,1043
1044,57.0,66.0,202.0,362.0,230.5,395.0,113,1044
1045,61.0,75.0,213.0,378.0,243.5,415.5,114,1045
1046,61.0,75.0,213.0,378.0,243.5,415.5,114,1046
1047,66.0,81.0,225.0,394.0,258.0,434.5,114,1047
1048,65.0,81.0,225.0,394.0,257.5,434.5,114,1048
1049,69.0,87.0,239.0,418.0,273.5,461.5,115,1049
1050,69.0,87.0,239.0,418.0,273.5,461.5,115,1050
1049,39.0,54.0,270.0,450.0,289.5,477.0,116,1049
1050,39.0,54.0,270.0,450.0,289.5,477.0,116,1050
1051,75.0,95.0,254.0,443.0,291.5,490.5,116,1051
1052,75.0,95.0,254.0,443.0,291.5,490.5,116,1052
1053,84.0,107.0,271.0,467.0,313.0,520.5,117,1053
1054,84.0,106.0,271.0,467.0,313.0,520.0,117,1054
1057,17.0,21.0,109.0,130.0,117.5,140.5,118,1057
1058,17.0,21.0,109.0,130.0,117.5,140.5,118,1058
1059,17.0,21.0,111.0,132.0,119.5,142.5,118,1059
1060,17.0,21.0,111.0,132.0,119.5,142.5,118,1060
1065,17.0,21.0,116.0,136.0,124.5,146.5,118,1065
1066,17.0,21.0,116.0,136.0,124.5,146.5,118,1066
1069,17.0,23.0,120.0,139.0,128.5,150.5,118,1069
1070,18.0,23.0,120.0,139.0,129.0,150.5,118,1070
1071,18.0,22.0,122.0,142.0,131.0,153.0,118,1071
1072,19.0,22.0,121.0,142.0,130.5,153.0,118,1072
1073,20.0,22.0,123.0,144.0,133.0,155.0,118,1073
1074,20.0,22.0,123.0,144.0,133.0,155.0,118,1074
1075,20.0,24.0,125.0,145.0,135.0,157.0,118,1075
1076,20.0,24.0,125.0,145.0,135.0,157.0,118,1076
1081,21.0,25.0,133.0,151.0,143.5,163.5,118,1081
1082,21.0,25.0,133.0,151.0,143.5,163.5,118,1082
1087,23.0,27.0,139.0,157.0,150.5,170.5,118,1087
1088,23.0,27.0,139.0,157.0,150.5,170.5,118,1088
1097,26.0,33.0,156.0,170.0,169.0,186.5,119,1097
1098,26.0,33.0,156.0,170.0,169.0,186.5,119,1098
1105,29.0,40.0,173.0,183.0,187.5,203.0,120,1105
1106,29.0,40.0,173.0,183.0,187.5,203.0,120,1106
1107,33.0,40.0,176.0,186.0,192.5,206.0,120,1107
1108,33.0,40.0,176.0,186.0,192.5,206.0,120,1108
1109,36.0,41.0,179.0,190.0,197.0,210.5,120,1109
1110,36.0,41.0,179.0,190.0,197.0,210.5,120,1110
1111,37.0,41.0,180.0,193.0,198.5,213.5,120,1111
1112,37.0,41.0,180.0,193.0,198.5,213.5,120,1112
1113,37.0,43.0,193.0,199.0,211.5,220.5,120,1113
1114,37.0,43.0,193.0,199.0,211.5,220.5,120,1114
1115,39.0,45.0,198.0,204.0,217.5,226.5,120,1115
1116,39.0,45.0,198.0,204.0,217.5,226.5,120,1116
1117,41.0,48.0,204.0,209.0,224.5,233.0,120,1117
1118,41.0,48.0,204.0,209.0,224.5,233.0,120,1118
1119,40.0,55.0,211.0,214.0,231.0,241.5,120,1119
1120,40.0,55.0,211.0,214.0,231.0,241.5,120,1120
1121,46.0,53.0,217.0,221.0,240.0,247.5,120,1121
1122,46.0,53.0,217.0,221.0,240.0,247.5,120,1122
1123,53.0,56.0,221.0,227.0,247.5,255.0,120,1123
1124,53.0,56.0,221.0,227.0,247.5,255.0,120,1124
1125,56.0,61.0,229.0,233.0,257.0,263.5,120,1125
1126,56.0,61.0,229.0,233.0,257.0,263.5,120,1126
1127,52.0,65.0,245.0,241.0,271.0,273.5,121,1127
1128,52.0,65.0,245.0,241.0,271.0,273.5,121,1128
1129,59.0,69.0,253.0,249.0,282.5,283.5,121,1129
1130,59.0,69.0,253.0,249.0,282.5,283.5,121,1130
1131,64.0,71.0,264.0,261.0,296.0,296.5,121,1131
1132,64.0,70.0,264.0,261.0,296.0,296.0,121,1132
1133,66.0,80.0,279.0,270.0,312.0,310.0,121,1133
1134,66.0,80.0,279.0,270.0,312.0,310.0,121,1134
1135,72.0,82.0,291.0,283.0,327.0,324.0,121,1135
1136,72.0,82.0,291.0,283.0,327.0,324.0,121,1136
1143,18.0,26.0,95.0,187.0,104.0,200.0,122,1143
1144,18.0,26.0,95.0,187.0,104.0,200.0,122,1144
1145,19.0,25.0,96.0,190.0,105.5,202.5,122,1145
1146,19.0,25.0,96.0,190.0,105.5,202.5,122,1146
1147,18.0,26.0,99.0,193.0,108.0,206.0,122,1147
1148,18.0,26.0,99.0,193.0,108.0,206.0,122,1148
1149,18.0,27.0,101.0,196.0,110.0,209.5,122,1149
1150,18.0,27.0,101.0,196.0,110.0,209.5,122,1150
1151,18.0,28.0,105.0,199.0,114.0,213.0,122,1151
1152,18.0,28.0,105.0,199.0,114.0,213.0,122,1152
1153,21.0,26.0,105.0,204.0,115.5,217.0,122,1153
1154,21.0,26.0,105.0,204.0,115.5,217.0,122,1154
1155,21.0,28.0,108.0,207.0,118.5,221.0,122,1155
1156,21.0,28.0,108.0,207.0,118.5,221.0,122,1156
1157,21.0,31.0,111.0,209.0,121.5,224.5,122,1157
1158,21.0,31.0,111.0,209.0,121.5,224.5,122,1158
1159,23.0,32.0,112.0,213.0,123.5,229.0,122,1159
1160,23.0,32.0,112.0,213.0,123.5,229.0,122,1160
1161,25.0,33.0,114.0,217.0,126.5,233.5,122,1161
1162,25.0,33.0,114.0,217.0,126.5,233.5,122,1162
1163,26.0,32.0,117.0,223.0,130.0,239.0,122,1163
1164,26.0,32.0,117.0,223.0,130.0,239.0,122,1164
1165,27.0,34.0,120.0,227.0,133.5,244.0,122,1165
1166,27.0,34.0,120.0,227.0,133.5,244.0,122,1166
1167,28.0,36.0,124.0,232.0,138.0,250.0,122,1167
1168,28.0,36.0,124.0,232.0,138.0,250.0,122,1168
1169,29.0,36.0,127.0,238.0,141.5,256.0,122,1169
1170,29.0,36.0,127.0,238.0,141.5,256.0,122,1170
1171,30.0,40.0,131.0,242.0,146.0,262.0,122,1171
1172,30.0,40.0,131.0,242.0,146.0,262.0,122,1172
1173,31.0,41.0,135.0,248.0,150.5,268.5,122,1173
1174,31.0,41.0,135.0,248.0,150.5,268.5,122,1174
1175,33.0,43.0,139.0,255.0,155.5,276.5,122,1175
1176,33.0,43.0,139.0,255.0,155.5,276.5,122,1176
1177,34.0,45.0,144.0,261.0,161.0,283.5,122,1177
1178,34.0,45.0,144.0,261.0,161.0,283.5,122,1178
1179,34.0,47.0,147.0,264.0,164.0,287.5,122,1179
1180,34.0,47.0,147.0,264.0,164.0,287.5,122,1180
1181,40.0,51.0,153.0,274.0,173.0,299.5,122,1181
1182,39.0,51.0,154.0,274.0,173.5,299.5,122,1182
1183,39.0,55.0,160.0,283.0,179.5,310.5,122,1183
1184,40.0,55.0,160.0,283.0,180.0,310.5,122,1184
1185,43.0,57.0,165.0,292.0,186.5,320.5,122,1185
1186,43.0,57.0,165.0,292.0,186.5,320.5,122,1186
1187,45.0,60.0,172.0,302.0,194.5,332.0,122,1187
1188,45.0,60.0,172.0,302.0,194.5,332.0,122,1188
1189,50.0,64.0,177.0,312.0,202.0,344.0,122,1189
1190,50.0,64.0,177.0,312.0,202.0,344.0,122,1190
1181,26.0,49.0,154.0,622.0,167.0,646.5,123,1181
1182,26.0,49.0,154.0,622.0,167.0,646.5,123,1182
1183,24.0,46.0,149.0,602.0,161.0,625.0,123,1183
1184,24.0,46.0,149.0,602.0,161.0,625.0,123,1184
1187,23.0,43.0,139.0,565.0,150.5,586.5,123,1187
1191,49.0,69.0,187.0,324.0,211.5,358.5,124,1191
1192,49.0,69.0,187.0,324.0,211.5,358.5,124,1192
1193,53.0,76.0,195.0,335.0,221.5,373.0,125,1193
1194,53.0,76.0,195.0,335.0,221.5,373.0,125,1194
1195,59.0,82.0,205.0,350.0,234.5,391.0,126,1195
1196,60.0,82.0,204.0,350.0,234.0,391.0,126,1196
1197,65.0,85.0,216.0,367.0,248.5,409.5,126,1197
1198,65.0,86.0,216.0,367.0,248.5,410.0,126,1198
1197,20.0,34.0,119.0,493.0,129.0,510.0,127,1197
1198,20.0,34.0,119.0,493.0,129.0,510.0,127,1198
1199,18.0,34.0,116.0,480.0,125.0,497.0,127,1199
1200,18.0,34.0,116.0,480.0,125.0,497.0,127,1200
1197,16.0,22.0,97.0,161.0,105.0,172.0,128,1197
1198,16.0,22.0,97.0,161.0,105.0,172.0,128,1198
1201,16.0,21.0,101.0,165.0,109.0,175.5,128,1201
1202,16.0,21.0,101.0,165.0,109.0,175.5,128,1202
1203,16.0,22.0,103.0,167.0,111.0,178.0,128,1203
1204,16.0,22.0,103.0,167.0,111.0,178.0,128,1204
1199,73.0,97.0,226.0,380.0,262.5,428.5,129,1199
1200,73.0,97.0,226.0,380.0,262.5,428.5,129,1200
1201,74.0,106.0,245.0,402.0,282.0,455.0,130,1201
1202,74.0,106.0,245.0,402.0,282.0,455.0,130,1202
1203,88.0,113.0,254.0,425.0,298.0,481.5,131,1203
1204,88.0,112.0,254.0,425.0,298.0,481.0,131,1204
1205,92.0,130.0,274.0,444.0,320.0,509.0,132,1205
1206,92.0,129.0,274.0,445.0,320.0,509.5,132,1206
1207,107.0,137.0,291.0,476.0,344.5,544.5,132,1207
1208,107.0,137.0,291.0,476.0,344.5,544.5,132,1208
1209,98.0,162.0,311.0,507.0,360.0,588.0,133,1209
1210,98.0,162.0,311.0,507.0,360.0,588.0,133,1210
1213,18.0,24.0,114.0,180.0,123.0,192.0,134,1213
1214,18.0,24.0,114.0,180.0,123.0,192.0,134,1214
1215,20.0,23.0,115.0,183.0,125.0,194.5,134,1215
1216,20.0,23.0,115.0,183.0,125.0,194.5,134,1216
1217,20.0,25.0,119.0,186.0,129.0,198.5,134,1217
1218,20.0,25.0,119.0,186.0,129.0,198.5,134,1218
1219,21.0,26.0,121.0,189.0,131.5,202.0,134,1219
1220,21.0,26.0,121.0,189.0,131.5,202.0,134,1220
1221,20.0,25.0,126.0,193.0,136.0,205.5,134,1221
1222,20.0,25.0,126.0,193.0,136.0,205.5,134,1222
1225,21.0,28.0,133.0,200.0,143.5,214.0,134,1225
1226,21.0,28.0,133.0,200.0,143.5,214.0,134,1226
1227,22.0,30.0,136.0,203.0,147.0,218.0,134,1227
1228,22.0,30.0,136.0,203.0,147.0,218.0,134,1228
1231,25.0,33.0,143.0,212.0,155.5,228.5,134,1231
1232,25.0,33.0,143.0,212.0,155.5,228.5,134,1232
1233,28.0,34.0,146.0,217.0,160.0,234.0,134,1233
1234,28.0,34.0,146.0,217.0,160.0,234.0,134,1234
1235,28.0,34.0,152.0,222.0,166.0,239.0,134,1235
1236,28.0,34.0,152.0,222.0,166.0,239.0,134,1236
1237,31.0,35.0,155.0,228.0,170.5,245.5,134,1237
1238,31.0,35.0,155.0,228.0,170.5,245.5,134,1238
1239,32.0,39.0,161.0,232.0,177.0,251.5,134,1239
1240,32.0,39.0,161.0,232.0,177.0,251.5,134,1240
1241,33.0,40.0,168.0,239.0,184.5,259.0,134,1241
1242,33.0,40.0,168.0,239.0,184.5,259.0,134,1242
1243,34.0,44.0,174.0,245.0,191.0,267.0,134,1243
1244,34.0,44.0,174.0,245.0,191.0,267.0,134,1244
1245,36.0,43.0,181.0,254.0,199.0,275.5,134,1245
1246,36.0,43.0,181.0,254.0,199.0,275.5,134,1246
1247,38.0,47.0,187.0,260.0,206.0,283.5,134,1247
1248,38.0,47.0,187.0,260.0,206.0,283.5,134,1248
1249,42.0,49.0,194.0,269.0,215.0,293.5,134,1249
1250,42.0,49.0,194.0,269.0,215.0,293.5,134,1250
1251,44.0,51.0,203.0,280.0,225.0,305.5,134,1251
1252,44.0,51.0,203.0,280.0,225.0,305.5,134,1252
1253,47.0,56.0,213.0,290.0,236.5,318.0,135,1253
1254,47.0,56.0,213.0,290.0,236.5,318.0,135,1254
1255,50.0,63.0,224.0,300.0,249.0,331.5,135,1255
1256,50.0,63.0,224.0,300.0,249.0,331.5,135,1256
1257,55.0,66.0,236.0,313.0,263.5,346.0,136,1257
1258,55.0,66.0,236.0,313.0,263.5,346.0,136,1258
1259,58.0,71.0,249.0,327.0,278.0,362.5,136,1259
1260,58.0,71.0,249.0,327.0,278.0,362.5,136,1260
1261,65.0,75.0,262.0,345.0,294.5,382.5,137,1261
1262,65.0,75.0,262.0,345.0,294.5,382.5,137,1262
1263,74.0,82.0,277.0,363.0,314.0,404.0,137,1263
1264,74.0,82.0,277.0,363.0,314.0,404.0,137,1264
1265,80.0,95.0,297.0,382.0,337.0,429.5,138,1265
1266,80.0,95.0,297.0,382.0,337.0,429.5,138,1266
1267,85.0,101.0,316.0,406.0,358.5,456.5,138,1267
1268,85.0,101.0,316.0,406.0,358.5,456.5,138,1268
1269,70.0,112.0,335.0,433.0,370.0,489.0,139,1269
1270,70.0,112.0,335.0,433.0,370.0,489.0,139,1270
1277,32.0,57.0,278.0,0.0,294.0,28.5,140,1277
1278,32.0,57.0,278.0,0.0,294.0,28.5,140,1278
1281,39.0,91.0,270.0,2.0,289.5,47.5,140,1281
1282,38.0,91.0,270.0,2.0,289.0,47.5,140,1282
1283,35.0,91.0,270.0,21.0,287.5,66.5,140,1283
1284,35.0,91.0,270.0,21.0,287.5,66.5,140,1284
1295,26.0,32.0,265.0,125.0,278.0,141.0,141,1295
1313,31.0,73.0,167.0,721.0,182.5,757.5,142,1313
1314,30.0,74.0,166.0,720.0,181.0,757.0,142,1314
1315,27.0,64.0,161.0,698.0,174.5,730.0,142,1315
1316,28.0,65.0,161.0,698.0,175.0,730.5,142,1316
1317,26.0,60.0,155.0,676.0,168.0,706.0,142,1317
1318,27.0,60.0,154.0,676.0,167.5,706.0,142,1318
1321,23.0,55.0,145.0,635.0,156.5,662.5,143,1321
1322,23.0,54.0,145.0,635.0,156.5,662.0,143,1322
1327,21.0,45.0,132.0,584.0,142.5,606.5,144,1327
1328,21.0,46.0,132.0,584.0,142.5,607.0,144,1328
1331,20.0,41.0,124.0,553.0,134.0,573.5,144,1331
1332,20.0,41.0,124.0,553.0,134.0,573.5,144,1332
1333,20.0,40.0,120.0,539.0,130.0,559.0,144,1333
1334,20.0,40.0,120.0,539.0,130.0,559.0,144,1334
1335,20.0,38.0,117.0,526.0,127.0,545.0,144,1335
1336,20.0,38.0,117.0,526.0,127.0,545.0,144,1336
1337,18.0,36.0,114.0,514.0,123.0,532.0,144,1337
1338,18.0,36.0,114.0,514.0,123.0,532.0,144,1338
1339,19.0,35.0,111.0,502.0,120.5,519.5,144,1339
1341,18.0,34.0,108.0,490.0,117.0,507.0,144,1341
1342,18.0,34.0,108.0,490.0,117.0,507.0,144,1342
1345,17.0,32.0,103.0,469.0,111.5,485.0,145,1345
1346,17.0,32.0,103.0,469.0,111.5,485.0,145,1346
1347,17.0,33.0,101.0,458.0,109.5,474.5,145,1347
1348,17.0,33.0,101.0,458.0,109.5,474.5,145,1348
1349,17.0,29.0,98.0,450.0,106.5,464.5,145,1349
1350,17.0,29.0,98.0,450.0,106.5,464.5,145,1350
1351,16.0,30.0,96.0,441.0,104.0,456.0,145,1351
1352,16.0,30.0,96.0,441.0,104.0,456.0,145,1352
1353,16.0,29.0,94.0,431.0,102.0,445.5,145,1353
1354,16.0,29.0,94.0,431.0,102.0,445.5,145,1354
1355,16.0,28.0,91.0,424.0,99.0,438.0,145,1355
1356,16.0,28.0,91.0,424.0,99.0,438.0,145,1356
1355,20.0,24.0,134.0,775.0,144.0,787.0,146,1355
1356,20.0,24.0,134.0,775.0,144.0,787.0,146,1356
1357,15.0,28.0,90.0,414.0,97.5,428.0,147,1357
1358,15.0,28.0,90.0,414.0,97.5,428.0,147,1358
1359,14.0,27.0,90.0,411.0,97.0,424.5,147,1359
1360,15.0,27.0,88.0,404.0,95.5,417.5,147,1360
1361,15.0,27.0,88.0,404.0,95.5,417.5,147,1361
1364,17.0,30.0,81.0,385.0,89.5,400.0,148,1364
1365,17.0,30.0,81.0,385.0,89.5,400.0,148,1365
1366,14.0,26.0,82.0,382.0,89.0,395.0,148,1366
1367,14.0,26.0,82.0,382.0,89.0,395.0,148,1367
1386,58.0,51.0,15.0,743.0,44.0,768.5,149,1386
1387,58.0,51.0,15.0,743.0,44.0,768.5,149,1387
1388,58.0,51.0,15.0,743.0,44.0,768.5,149,1388
1425,19.0,53.0,166.0,469.0,175.5,495.5,150,1425
1426,20.0,54.0,167.0,458.0,177.0,485.0,150,1426
1427,20.0,54.0,167.0,458.0,177.0,485.0,150,1427
1452,39.0,73.0,179.0,726.0,198.5,762.5,151,1452
1453,39.0,73.0,179.0,726.0,198.5,762.5,151,1453
1454,35.0,73.0,171.0,698.0,188.5,734.5,151,1454
1455,35.0,73.0,171.0,698.0,188.5,734.5,151,1455
1460,29.0,59.0,152.0,627.0,166.5,656.5,152,1460
1461,29.0,59.0,152.0,627.0,166.5,656.5,152,1461
1464,25.0,53.0,142.0,587.0,154.5,613.5,152,1464
1465,25.0,53.0,142.0,587.0,154.5,613.5,152,1465
1466,25.0,51.0,136.0,569.0,148.5,594.5,152,1466
1467,25.0,51.0,136.0,569.0,148.5,594.5,152,1467
1478,20.0,38.0,114.0,482.0,124.0,501.0,153,1478
1479,20.0,38.0,114.0,482.0,124.0,501.0,153,1479
1480,21.0,36.0,110.0,471.0,120.5,489.0,153,1480
1481,21.0,36.0,110.0,471.0,120.5,489.0,153,1481
1482,21.0,35.0,107.0,459.0,117.5,476.5,153,1482
1483,21.0,35.0,107.0,459.0,117.5,476.5,153,1483
1484,20.0,34.0,104.0,448.0,114.0,465.0,153,1484
1485,20.0,34.0,104.0,448.0,114.0,465.0,153,1485
1482,22.0,23.0,206.0,106.0,217.0,117.5,154,1482
1483,22.0,23.0,206.0,106.0,217.0,117.5,154,1483
1484,26.0,37.0,203.0,92.0,216.0,110.5,154,1484
1485,26.0,37.0,203.0,92.0,216.0,110.5,154,1485
1488,27.0,64.0,205.0,62.0,218.5,94.0,154,1488
1489,27.0,64.0,205.0,62.0,218.5,94.0,154,1489
1496,19.0,44.0,182.0,535.0,191.5,557.0,155,1496
1497,19.0,44.0,182.0,535.0,191.5,557.0,155,1497
1498,24.0,57.0,182.0,521.0,194.0,549.5,155,1498
1499,24.0,57.0,182.0,521.0,194.0,549.5,155,1499
1500,24.0,59.0,183.0,508.0,195.0,537.5,155,1500
1501,25.0,60.0,182.0,507.0,194.5,537.0,155,1501
1502,24.0,60.0,186.0,493.0,198.0,523.0,155,1502
1503,24.0,60.0,186.0,493.0,198.0,523.0,155,1503
1504,25.0,61.0,187.0,479.0,199.5,509.5,155,1504
1505,25.0,61.0,187.0,479.0,199.5,509.5,155,1505
1506,25.0,61.0,188.0,465.0,200.5,495.5,155,1506
